host,port,server_name,http_method,http_path,http_code,http_headers,error_data
23.247.212.77,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.210,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.191,443,freedns.controld.dev,HEAD,/,404,,
23.247.212.254,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
217.146.21.59,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.35,443,dns.controld.dev,HEAD,/,404,,
23.247.212.74,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.204,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.46,443,dns.controld.dev,HEAD,/,404,,
176.125.239.243,443,dns.controld.dev,HEAD,/,404,,
23.247.212.90,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.58.84.138,443,doh-sav-alpha.mimecast.com,HEAD,/,404,,
23.247.212.251,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.224,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.98,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.229,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.223,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.208,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.93,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.112,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.85,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.227,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.82,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
213.166.247.100,443,powerdns-test.csaonline.de,HEAD,/,400,,
23.247.212.89,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.245,443,dns.controld.dev,HEAD,/,404,,
23.247.212.96,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.222,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.213,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.116,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.237,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.108,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.80,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.113,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.104,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.110,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.234,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.119,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.26,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.111,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.230,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.214,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.123,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.198,443,dns.controld.dev,HEAD,/,404,,
23.247.214.118,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.237,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.245,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.11,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.240,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.175,443,freedns.controld.dev,HEAD,/,404,,
23.247.212.236,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.107,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.114,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.242,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.120,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.239,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.150,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.14,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.122,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.99,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.123,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.217,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.127,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.252,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.38,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.2,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.35,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.152,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.253,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.236,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.124,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.131,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.254,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.222,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.26,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.24,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.2,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.241,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.12,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.44,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.137,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
192.109.42.41,443,dns1.in-berlin.de,HEAD,/,404,,
176.125.239.28,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.247,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.34,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.186,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.125,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.96,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.163,443,dns.controld.dev,HEAD,/,404,,
23.247.213.37,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.61,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.160,443,dns.controld.dev,HEAD,/,404,,
23.247.213.41,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.242,443,dns.controld.dev,HEAD,/,404,,
23.247.214.140,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
213.196.191.96,443,ibksturm.synology.me,HEAD,/,200,Strict-Transport-Security: max-age=63072000; includeSubDomains,
176.125.239.164,443,dns.controld.dev,HEAD,/,404,,
23.247.213.3,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.233,443,dns.controld.dev,HEAD,/,404,,
176.125.239.51,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.61,443,dns.controld.dev,HEAD,/,404,,
176.125.239.40,443,dns.controld.dev,HEAD,/,404,,
176.125.239.190,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.35,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.32,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.46,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.185,443,dns.controld.dev,HEAD,/,404,,
176.125.239.250,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.155,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.47,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.48,443,dns.controld.dev,HEAD,/,404,,
23.247.213.33,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.184,443,dns.controld.dev,HEAD,/,404,,
23.247.213.4,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.168,443,dns.controld.dev,HEAD,/,404,,
176.125.239.197,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.231,443,dns.controld.dev,HEAD,/,404,,
176.125.239.166,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.220,443,dns.controld.dev,HEAD,/,404,,
176.125.239.195,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.135,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.132,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.13,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.140,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.129,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.160,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.50,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.122,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.156,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.45,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.163,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.142,443,dns.controld.dev,HEAD,/,404,,
23.247.214.146,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.173,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.244,443,dns.controld.dev,HEAD,/,404,,
176.125.239.183,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.133,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.197,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.174,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.164,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.185,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.183,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.145,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.77,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.85,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.142,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.149,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.56,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.187,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.144,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.53,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
185.51.200.2,443,dns.shecan.ir,HEAD,/,404,,
23.247.214.176,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.80,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.94,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.151,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.83,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.38,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.147,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.67,443,dns.controld.dev,HEAD,/,404,,
176.125.239.188,443,dns.controld.dev,HEAD,/,404,,
23.247.214.221,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.157,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.186,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.52,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.43,443,dns.controld.dev,HEAD,/,404,,
23.247.214.14,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.18,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.163,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.98,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.238,443,dns.controld.dev,HEAD,/,404,,
23.247.212.50,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.241,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.162,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.150,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.20,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.138,443,dns.controld.dev,HEAD,/,404,,
23.247.213.97,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.189,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.113,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.51,443,dns.controld.dev,HEAD,/,404,,
176.125.239.165,443,dns.controld.dev,HEAD,/,404,,
176.125.239.192,443,dns.controld.dev,HEAD,/,404,,
176.125.239.31,443,dns.controld.dev,HEAD,/,404,,
176.125.239.166,443,dns.controld.dev,HEAD,/,404,,
176.125.239.167,443,dns.controld.dev,HEAD,/,404,,
176.125.239.230,443,dns.controld.dev,HEAD,/,404,,
176.125.239.221,443,dns.controld.dev,HEAD,/,404,,
176.125.239.195,443,dns.controld.dev,HEAD,/,404,,
23.247.214.197,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.18,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.14,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.221,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.199,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.154,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.209,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.159,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.131,443,dns.controld.dev,HEAD,/,404,,
23.247.214.210,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.207,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
212.185.200.25,443,dns1.conne.net,HEAD,/,404,,
23.247.214.160,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.166,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.216,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.152,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.217,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.57,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.157,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.19,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.159,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.158,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.20,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.156,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.217,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.162,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.61,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.214,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.223,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.163,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.169,443,freedns.controld.dev,HEAD,/,404,,
23.247.213.172,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.52,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.222,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.158,443,dns.controld.dev,HEAD,/,404,,
176.125.239.41,443,dns.controld.dev,HEAD,/,404,,
176.125.239.156,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.218,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.68,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.105,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.250,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.193,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.5,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.65,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.179,443,dns.controld.dev,HEAD,/,404,,
176.125.239.168,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.224,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.233,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.27,443,dns.controld.dev,HEAD,/,404,,
176.125.239.177,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.111,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.241,443,dns.controld.dev,HEAD,/,404,,
23.247.213.173,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.58,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.36,443,dns.controld.dev,HEAD,/,404,,
23.247.212.75,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.184,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.58,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.40,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.53,443,freedns.controld.dev,HEAD,/,404,,
176.125.239.243,443,freedns.controld.dev,HEAD,/,404,,
23.247.214.224,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.225,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.230,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.60,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.6,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.63,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.62,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.227,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.70,443,dns.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.50,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.212.71,443,ewr-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.213.179,443,chi-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
23.247.214.231,443,lax-1.edge.nextdns.io,HEAD,/,405,Strict-Transport-Security: max-age=63072000; includeSubDomains; preload,
176.125.239.147,443,dns.controld.dev,HEAD,/,404,,
